Message,Category,
Abyy ksmyyy shi kah rha hai bechara,ham,
Abyyy yrr btaa to sai kis chezz kaa ,ham,
Ac baat nh h tum badal gaye ho,ham,
Academy of Urdu Literature ( Canada ) ne bhi unhe 1991 mein award diya,ham,
Acahanak Muhajjir ki itni izzat itna khayal karachi ka yeh pechlaye 5 saal main su rahey thaye???,spam,
Accha ek kaam kro hamare yahan a kr order krdo 😜😂😂😂,ham,
Accurate yehi hota h,ham,
ach sory muh seda,ham,
Ach ty pnji asli otaak ty hluu,ham,
Acha,spam,
Acha,spam,
Acha,ham,
Acha,spam,
acha,ham,
Acha ..tell thn ,ham,
Acha ..ye km shuro kr dia ab ,spam,
Acha bag h bhae  Read more  Hide,ham,
acha bhai water cooler apka hua...!,spam,
acha bht a6a bahana banaya ap ny,ham,
acha but bohat short tha ya mazeed chal sakhta tha,ham,
acha chalo so jao shabash... tmhe raat k is peher he ye larki yaad ati hy discussion k liye...,ham,
Acha collection ha but matrial law ha,ham,
Acha e bht hai...frustration bhaag jati hai yeh dekh k...,spam,
Acha episode tha,ham,
acha gmujhay jese pata nhi tha,spam,
acha hai ap ka product,ham,
acha hai face k lie bht,ham,
"Acha hai, bas thora sa material mein issue hai. Kapra thora sa akkrha hua hai, jaisasy aatay hee isko starch mein daal dia ho.",ham,
Acha hai... Quality or price dono ache hain..  Read more,spam,
Acha hei,ham,
Acha hota ap Meri call pick ker lete.,spam,
acha hua me aj nahi ai warna aisa manhoos din guzarta.,spam,
Acha hum bhi bnaa laty hn koi ,ham,
acha hy.koi issue nai,spam,
Acha iss ka matlab hay k apko Salary increase nahi chahiye? aur agar APCA ne kuch nahi kia to KP may up-gradation kis ne karwai aur usi ki base par jo baqi provinces may step by step up-gradation ho rahi hay phir to wo bhi kisi aur ne karwaya hoga.. hay na!Maazrat k sath ap agar APCA ka Charter of Demand read kar letay to shayad abhi mujhe itni behis karnay ki zarorat hi na hoti...,ham,
acha item hai,ham,
acha ity dis ketry jo payo aa ,ham,
Acha jee 😂,ham,
Acha juLiken mujhy sab samajh aya,spam,
Acha kaam KR rhy ho bachOon,ham,
Acha kehti gun kamini,ham,
Acha khali tind :D,ham,
Acha khod kah dena😂😂😂,ham,
acha kia tu ny b ni bnya bf we r shreeef ,ham,
Acha kud bol do Aia k,spam,
Acha laga but end main story boring hogaye thi...,spam,
acha laga istemal mei,ham,
acha m e hoon nalaik na smjh or kch :/,ham,
acha matlab fiza ki eid pictures m hi hoti h,spam,
Acha nai h kia???,spam,
Acha oil he aur good delivery timing,ham,
"Acha pad h, quality achi h aur stiching bhi achi h. Thanks",ham,
"Acha pad h, quality achi h aur stiching bhi achi h. Thanks",ham,
Acha phone hai bettry bhi achi hai look zabardast hai,ham,
"acha phone hai, heatup hota hai thora and charge slow hota hai. but over all perfect device in price range.",ham,
acha phr choro,spam,
Acha phr meihi late hogya hn ,spam,
Acha player ha form ma ha international matches ma wohi scr krta Nz ma b us nr kiye,spam,
acha product hai,ham,
acha product hai,ham,
Acha product hai mein bad mein bhi use karunga,ham,
acha product hai skin k lie,spam,
acha Same hero aur Heroine hai New kese,ham,
Acha te aethe scenr ki chal rya ay? :D,ham,
Acha tell me yeh itnay baray baray jalsay joKarta hai woh pesa kahan sey ata hi ? Zakkat khata hai yeh gareebon ki hospital ko jo milti hai,spam,
Acha tha ...but...2 shades broke the shuru se hi...so very is lye daraz.pk request h k plzzz chezon ko ahtiyat se bhja kro tutaaa hua na bhjo..,ham,
Acha to PMLN k under to Pakistan na bht taraki ke ha,spam,
Acha tu Punjab mai pahashi adday bhi hai taraqi hogye,ham,
Acha ye kya hota,spam,
Acha ye Pakistani police hai in ki ma ankh ye hakumat hi esi hai to police too phir use bi kuti hai na,spam,
Acha 😜,ham,
Acha.,ham,
achaa tou ye drama hy ,spam,
Achaaa me samjhi pata nhi kia loser loser kia hua,ham,
Achanak sudhar geya hun mein.,ham,
Achaw name Azee likhna naw,ham,
Achay batsman chose karnay chahiyay lahore qalandar ko phir hi jeetay gi lahore qalandar,ham,
Achay khaasay loug jahilo ko vote dene lag gaye toh hogaya kaam phir.,ham,
"Achay size ka fridge hai, kamre mein bara acha lagta hai, aur iskay dual temperature mechanism bhee pasand aaya. Freezer mein jamaa de cheezon ko, aur fridge mien achee cooling maintain kare, aur yeh to energy efficient bhee hai. :)",ham,
Achha g fir thik hai,spam,
Achha hay. Asal naam kia hay aap ka? Aap hayn tau wese meethi si.,ham,
Achha krti ho,ham,
Achha lag raha bhai behan,ham,
achi bat h smjny wali,spam,
achi bat hy,spam,
Achi battery timming hai,ham,
achi cheez hai :D,spam,
"Achi cheez hai yeh abhi tak toh theek chal rahi hai yeh kyunke meine ye daraz se mangwayi hai toh iska review toh banta hai. Iske monitor ke peche belt hay jo aap apnay hath pe lagaa kar ba-asaani apna blood pressure note kar saktay hain. Achi product hai 4 number dunga mein is product ko;
",ham,
Achi chwal thii,ham,
"achi hai, stuff bhee apsand aaya aur looks bhee. Shurh mein tou mein confuse hogaya tha kay yeh ghari hai ya bbracelet kiunkay is ghari ka dial bara chota hai . Meine iskay sath do aur gahriyan bhee mangwaeen theen. Aur sari kis ari bohatb achi hain :)
",ham,
Achi heat hai,ham,
Achi hy,spam,
Achi hy,ham,
Achi jga job k liye dua frma dain,ham,
Achi jga job k liye khasoosi dua frma dain,ham,
achi lag rahi hy order kardi hh lets see,spam,
achi performance ha size thora chota ha mere lie lekin halka ha bht iss lie full rating. Condition b achi ha,ham,
achi product hai as compare with others,spam,
"achi product hai use kar k acha laga, kam price may best hai",ham,
"achi quality ha shirts ki, good one",ham,
achi quality hai daily wearing mai bht achi hain tshirts and print b good hai,ham,
Achi quality ka product hai skin pe bhi suit karta hai,ham,
Achi shirts haan nice,ham,
"achi tartan track par training ke doran aap enjoy karte hain,",ham,
Achi tshirts thi asal mein meine apnay bachay ke liye mangwayi thi or who bhot khush hai kyunke who ek football ke players ka fan hai or who yehi pehnkar ghoomte rehta hai. Uske ilawa stuff bohot acha hai in tshirts ka toh is price mein bohot achi cheez hai yeh mein sabko recommend karna chahungi ye tshirts,ham,
Achy h but jaisy itne bary size k dikhye h waisy nhi h,spam,
Achy khaber hai,spam,
Achy naseb k liye dua,ham,
Achy naseeb ke dua karen,ham,
Acting ka aaghaz inho ne Indian peoples theater association IPTA ke tehat hone wale stage dramas se kiya,ham,
acting kamal thy,ham,
Acting ki taraf is ke rujhaan ka izhaar 6 baras ki umer se he hone laga tha,ham,
Acting krna mushkil ni ha,spam,
Acting skills zero hain meray phir bhi video tou send karoon ga :D,spam,
"Action filmon mein un ki ""Mr and Mrs Smith, wanted salt"" aur Johnny Depp ke muqable mein film ""Tourist"" sab se ziyadah qabil e zikar hain",spam,
Action lena chaye inn ky mumalik mey jub Pakistani jaty hy to badmash sy badmash be in ky qawaneen ko follow karta hy.,spam,
Action Plan Taiz NGOs Ka Data Online Madaris Ki Registration Asan Ka Nisab Shamil Kia Jaiga Ch Nisar Ki Press Conf ,ham,
Actor ,spam,
Actor banne ki opportunity mil rahi hai bhai.. :p tum to apni dubsmash he bhejoge to uspehe jeet jaoge :D,ham,
"Actor, singer, producer, screen writer aur director Jerry Lewis 16th March 1926 ko America ke City New York mein paida hue",ham,
Actress Laila aur Nirma ne showbiz mien in hone ke liye koshishen tez kar di,ham,
"Actress Laila ne kuch arsey qabal Lahore mien aik comedy serial ke Pilot mien hissa liya, magar wo dobara shuru na ho saka",spam,
"Actress Nirma ne chand aik drama serials mien kaam kiya, magar is ke gher zimmedarana rawaiyye ki wajah se cut kar ke mutabadil actresses ko le liya gaya tha",spam,
Actually the Script is very cheap. Is script py pesa zaya krny se acha tha ghareebon me baant dety ,ham,
Adaaa,ham,
Adaalati Pabandi K Pesh e Nazar Security Idaro Ne Altaf Hussain Ki Tasveer Walay Boards Utaar Diye,ham,
Adaalati Pabandi K Pesh e Nazar Security Idaro Ne Altaf Hussain Ki Tasveer Walay Boards Utaar Diye ,ham,
Adab walay he aqeedat rkhtay han,spam,
Adakara Meera ko hospital ki tamer ke leye teen aekar arazi ki farahmi ki dastawez par dastakhat kar deye gaye,ham,
"Adakari  mein  Angelina Jolie ke career ka baqaidah aghaz 1993 mein kaam bagudet ki science faction video film ""Cyborg 2"" se howa",ham,
Adakari mein Angelina ne apne walid se bohat kuch sekha hai,ham,
"adakari se ziyada modelingmein be had masruf hun,mutaddid  commercial shoots aur fasin shows ker rahi hunTelgufilm sign kerny ke bary mein adakara ne kaha ke telgo filmon ki bhi ek both bari market hai,bollywood mein both se namwar funkar inh filmon ke zariey industry mein aye, aj bhi rajni kant aur kamal hasan jaisytamil funkaron ka danka baj raha hai,hamari both s namwar adakaraon ne in filmon mein kam kiya aur kar rahi han",ham,
Adalat e Aliya ne Punjab assembly ko bahal kiya aur phir chand minute ke baad dobara assembly tor di,ham,
Adalat mein jurm sabit hone se phele unhen mushkilat ke chungal se guzarna parta jahan un ki asmat ki chadar barha tar tar hoti,spam,
Adat hogayee he hazrat ji k daily dars ki even midnight wala bhi uth k sunna he throughout ramazan dil udas he k ab daily hazri nahi hogi dars main ,spam,
Adbi resalon ke sath sath woh sahafat se bhi wabista rahey woh kuch arsa Imtiaz Ali Taj ke resaley �EEE€�EEEphool aur Tahzeb Nuswan�EEE€�EEE se wabista rahey aur bad mein taraqi pasand Urdu Ikhbar �EEE€�EEEAmroz�EEE€�EEEke leay fakahi colum likhtey rahey colum nigari mein Abdul Majed Salk ko apna ustad mantey they,ham,
Adbi zindagi ka aghaz 1887 mein kiya,ham,
Add ni hn na mry sath 😂😂😂😂 wrna kr deti tag unhn b 😂,ham,
Add py price 950 h ur order krty wakt 1900 kyu likha ata h?,ham,
Addaa humhara😂,ham,
Adday bhi yahi police Chala rahi hay,ham,
Adha palace karaye pe de do...... Hahaha epic,spam,
adhi raat 😂,ham,
Adi amir i wish i could slap on ur face..400 ekar zameen aur land cruisers..kis k pass ha ye? Tm jasy log jo sakoon sy so jaty han roz wo dakaar maar k kehty han army krti he kia ha..bhosaa bhra ha dimagho ma..chrbi chrhi ha..kbi kro aik din ki duty tmhri 400 ekar zameen ki taklef dor ho,spam,
Adil Ko q dainy?,ham,
Adjusting or compromise lol phir  atey hai Risk Analysis karney being ( Aunty or married ) sitter  or u can say ( f***** ) ,spam,
Admin agr comments dekh k tasali ho gayi ho to post ko sahi kro,spam,
Admin ap is new drama ki post kia karain again page ko start karain plzzz,spam,
admin barre din bad online hue hoo,ham,
"Admin ghalat batain share na kia kro, nimaz farz hai aor is ma koi dikhwa han hi nhe",ham,
Admin hone ka faida??,spam,
admin ka jumma lagta hai pehe hi aa jata hi ...,ham,
Admin mention which. Brand plx,ham,
Admin please remove this quote as Allah loves us more than seventy mothers.,ham,
"Admin, I am not supporter of PMLN. But ye Barat ki Pictures hain. Barat ka sara kharcha Larki ka baap karta hai. Jitna Allah ne usy diya hoga utna us ne kiya hoga... Kindly Walima ki Pictures b share karein ta k us pe Tabsara ho sakey.",ham,
admine gona mad .............,ham,
Admission Form 15th August Tak Kisi Bhi College Se Muft Wasool Or Jama Karai Ja Saktay Hein ,ham,
Admission ki akhiri tarikh 18th Sep Aj he rabta kijiye ,ham,
Adres btaye or shop ka,ham,
Adv Ashfaq K Qatal Pr KBA Ka Adalto Ka Boycott ,ham,
Ae ishaq apny zulam dekh meri umar dekh ,ham,
Ae te ewen bqvas hee kiti he...,ham,
ae tera hall hona ae 😂😂,ham,
Ae yaad feroza ha tag tum maham ko karlo .. ye bhi double standard kehlatay hain 😡🤣,ham,
"Aedaad o shumar ke aaiyne mein dekha jae to Ricky Ponting 131 test matches mein 37 centuries aur 46 half centuries ki madad se 10,960 runs bana chuke hain, test matches mein in ka oasat 56 20 hai, jab ke 310 one day international matches mein inho ne 42 72 ke oasat se 11,365 runs score kiye hain
",ham,
Aehal e khana ne jab yeh dekha ke Iqbal Bano ke is shauq ki wajah se in ki parhai mutassir ho rahi hai to inhe singing ki mashroot ijazat dete hue radio station par bachon ke program mein le jaya gaya,spam,
Aenda PTI Ko Main Vote Nhi Dunga ,spam,
Aeroplane,ham,
Aesa b na jesa Lahore k sath hua hy ,ham,
Aesa he ha ,spam,
Aesa he hua tha,ham,
aesa hi hota hai na?? ,ham,
Aesa kya bura chal rahaa hai wahan? ,ham,
Aesa scene hwa na #Eng meaR ab #EMT ma hoo ga kuch aesa h .....,spam,
Aesi bat nahi h,spam,
Aesi biwi ho iss sey acha banda suicide hee kurly ....,ham,
"Aevi fazool bat or kya😁😂😂😂😝😝 isi liye to hasi a ri k Kya fazool bat hai, hahhahha",ham,
Aey ALLAH Muavia Ko Logon K Liye Zariya e Hidayat Khud Hidayat Yaafta Aur Un Se Hidayat Ka Kaam Bhi Lijiye ,ham,
Aey hanu aey,ham,
Afghan k dil patar k hai stupid afghani,spam,
Afghani angres k awlad kotte kamenie madar choot India k bachi,ham,
Afghani....1 ya 2 din pehly 70 ya 80 masoom logon pr Afghan Army or Neto or Amrici Jangi jahazon ne Bumbari ki...70 ya 80 log Shaheed hoe...us waqt tujhy tera Afganistan yad nhi Aya...nend ki goli ly kr soe hoe thay...Allah un logon ko Janat ul firdos mein jaga ata farmae or tum jaisy logo ko Allah Hidayat dy or Haan tum urdo mein cmt kia isliye urdo likh rha hon takeh pora pakistan mera cmt parh ly or haan tum ny eduction pakistan se ki hy isliye ab mein tujhy kia bolon...bus tum khod hi samjh ly...jo her pakistani tum logon ko bolty hein tum khod hi samjh jao,ham,
Afghanistan k hukmaran apni awam ka khoon ka business kar k hakoomat pakray huey hyn,ham,
Afghanistan ke sabiq badshah Zahir Shah bhi in ki singing ke maddah the,spam,
Afghanistan ki maujoda soortehal is sawaal ka jawaab khud de sakti hai,ham,
afghanstan ke help karien leekun sub saay pahaley pakistan kay baaray main soocha jaye ,ham,
Afia jetna arsa gaub rahi us ka bachy sath they us ka bara beta taqreban 12 saal ka hy by us ka koi interview q ni aya hy ?,ham,
afia ko agar koi party rehai dilva sakti hai to wo sirf jamat e islami hai,ham,
Afia py serious allegation hain aue ais ko Afghanistan sy uthya gia hy pakistan sy ni.,ham,
"Afia sadiqe hum sharminda ha, tera bachna Wala bagharat musharaf zinda ha.....",ham,
Afia sis k rehai k leye dua karo k Allah QOUM ki bete ko JALD az JALD reha karday ...Aameen,spam,
Afidi is international hero ...,ham,
Afridi afridi hai,ham,
"Afridi Bahi, inshallah, Wo din dor Nahi.kashmir Azad Hoga.",ham,
Afridi brave heart he is tiger of Pakistan.,spam,
Afridi good,spam,
Afridi is super man salam moona lala,ham,
Afridi ka career khatam ho chuka hai IPLkhailnay ka koi chance nhi hai is liyai wo bol rha hai.,ham,
Afridi Nay LRH Ka Dura Bhi Kia ,ham,
Afridi sher ho,ham,
"Afridi. Ghairt mind Muslim hay , lala ghabrao nahin India ki berbadi air Kashmir ki azadi nezdiqe hay insha allah",spam,
Afridii s our national hero Nd we all Pakistan people with shahid afridii especially Pathan,spam,
Afrin zinda abad musharaf sab,ham,
Afrine de nar badar bachi ye,ham,
Afrine musharaf ni jo dalar lya os ka kia ho ga,spam,
Afsanvi shohrat aur record ke hamil Australian batsman Sir Donald Bradman ka sahi jaan nasheen kise kaha ja sakta hai ,spam,
Afsaran Ku Ohday Se Hatanay Se Corruption Khatam Nahi Hogi Kisi K Pechay Zardari Sb Kisi K Sath FaryalTalpur Or Tappi Hn ,ham,
Afsos gov ka kasoor hay.. agar awam bokay na hotay tu kon dakan chori karta hay,spam,
afsos hota hai garip insan kha jay Allah ki lati me awaz hai jo zulum kry ga Allah ki lati pary gi,spam,
Afsos k sewa kuch nahi keh sakty,spam,
Afsos karna hai unse k unki beti bohat manhoos 🙂,spam,
"Afsos ki bat hy zahru hm bh kitny dhet hy th0ri dair bad phr agae thy,, maf tu hm ne kisi hal me nh kia tmhen. .",spam,
Afsos Pakistan Me Aaj Bhi Badi Tadad Me Log Bunyadi Insani Huqooq Se Mehrum Hein ,spam,
afsoss he Multan,spam,
Afsoz...,ham,
Aftab Jawed ne kai tournament jeete magar woh British open ka ejaz hasil kerne sey qasir rahe woh 1965 aur 1966 ke British open ke final mein zaroor pahonche they magar dono martaba unhein shikasht ka samna kerna para tha 1971 ke British open final mein bhi woh pahonche lakin apne akhri rukawat aboor na ker sake,spam,
"After 1988, Jahangir Khan was not success",ham,
after hash ki bhook.,ham,
Ag cal ya hi kar rahi ho me ak din me 3 movies ya ak season khatam,spam,
Agar 2 din pehly bataty to qayamat aa jatiGatya logooo,spam,
Agar aap ki divorce ko 10 baras ka arsaa beet chukka ho to aap ki zindagi aik nae dhap par aa chuki hoti hai.,ham,
Agar aap ko piyar aur acha mahaul milta hai to aap ko kisi aur chez ki parwah nahi hoti.,ham,
Agar ap muslem hyn to ap ko khud pata ho ga k kahan bandna h ghar Muslim mazaq hi urain gy in ki samj sy uopar h,ham,
Agar ap ne playstaion me country us select ki he tu ye zarror kam kare ga jo country select kare wai parchase kare mene us ki tabi ye code kam aya,ham,
Agar ap ne playstaion me country us select ki he tu ye zarror kam kare ga jo country select kare wai parchase kare mene us ki tabi ye code kam aya,ham,
agar apko kahein se pata chale to mjhe be mut'la kijuye ga.,ham,
Agar Asa Hai To Tu Pagall hai Jo BIO karr ri hai..,ham,
Agar banned krna he tu sab ko banned kru dramo ko banned kru filmo ko banned ko not only sahil okk sab behayi he pir,ham,
Agar bilawal acha hota  toh lyari mei rehne wali jahil awaam bhi uski gaari pe pathar na maarti.,ham,
Agar cha inhi dinon Lady Diana ki jawan margi ka dil kharash saniha pesh aya tha lekin is ke bawajod Mother Teresa ki mout logon par anpa asar chore baghir na rahi.,ham,
Agar cha ye filmein box office par ziyadah acha tassur na chor sakein lekin Salman ka shumar batadrij saf e awal ke adakaron mein hone laga,ham,
Agar cheh in ko ahteram kay tour per moulana ka laqab diya gaya hai lakin woh zati tour per is ko pasand nahi kartay.,spam,
Agar dekha jae to in ki amli zindagi ka sahi maeyno mein aaghaz us waqt hua  jab inho ne Universal studios mein bila muaawza week mein 7 days bataur internee kaam shuru kia,spam,
Agar dosron ko yeh koshish pasand aai ho gi to aaiynda bhi apna shauq pora karonga,ham,
Agar fair elections hongay na toh na pata chalega pmln kahan gayi na pata lagega ppp kahan gayi. ,ham,
Agar films mein ache roles ki offer hui to waqtan fawaqtan in mein kaam karta rahonga,spam,
Agar hai to janab yeh article ap k lie hi hai ,ham,
Agar ham aram se ghar baithy tamasha daikhein ge tu phir khuda hi hafiz,ham,
Agar in ki jaib mein train ka ticket hota to wo Delhi wapis ja chuke hote aur aaj hum shayad kisi King Khan ke naam se aashna na hote,ham,
Agar Justin Trudeau masjid ajae to Axha or koi Mandir Chla jae to bura,ham,
"Agar kal Imran Khan prime minister ban jate hain, lekin in ke paas ikhteyaraat na hon to is ka kya faida ?",ham,
agar Karachi ke national coaching center ki baat Karen to wahan ki tartan track maintenance na hone ki wajah se bilkul kharab ho gai hai,ham,
Agar kharab hoa tou change ho ga,spam,
Agar kharab hoa tou change ho ga,ham,
Agar Kisi Ko Governor Raaj Lagana Hai To Laga Le Nisar Khoro PPP,ham,
Agar Kisi Ko Governor Raaj Lagana Hai To Laga Le Nisar Khoro PPP ,spam,
"Agar kisi ko ye sb soot na karay to wo kya karay,????",ham,
Agar Koi Aurat Yeh Chahati Ho Ky Us Viladat Mein Asani Ho Tu Usko Chahiye Ky Rozana 1 Baar Surah Zaariyat Parhy,ham,
Agar koi Marrd Voters ko Harahan karey to kahan Report karain,ham,
Agar ma passah lo tu,ham,
Agar main chahon to saal ke 300 din 300 alag alag jote pehan sakta hun magar main esa nahi karta,ham,
Agar Main Ghalat Bol Raha Ho To Ap Sahi Kar K Bata Den K Ye Nahi Ye Hota hai : Tab Mujhy pata chalyga k main ghalat ho ya theek,ham,
Agar main kitchen mein naya item banao to in ka radde amal kuch is tarah ka hota hai,spam,
Agar main margai tou Prince Charles zimmedaar hoga jo mujhay darwaazay k peechay se daraata hai ,ham,
Agar main sab se pehle khud apne province ke barey mein sochti hon to yeh bilkul fitri baat hai.,ham,
Agar molvi ke Gand main danda de deta aur q league ki na sunta to shaed is ki tasveer bhi ban jati. Not par Nahi par Hamare dil par,ham,
"Agar mujhe koi jeans ka shoe acha lagta hai to main ussi ke 2, 3 sets kharid leta hun, mujhe yehi pasand hai",spam,
Agar nai kar sakty tu un mein jo thora behtar lagta ha us Ko vote daina pary ga.,ham,
Agar pak me ye waqia howa hota tu us bachy ka mizar bi ban jana tha. Aur usi din sey earning bi start ho jani thi. Quran kehta hy k shaeed Allah k pas zinda hen. Magar tum ko iska shaeoor nahi hy,spam,
Agar pao m dard hu to ?,ham,
Agar pehly bataty to bht faida hota,ham,
Agar PTI Election campaign achay tareeqay se kar gai tu phir inshAllah hum jeetien gey,ham,
Agar sawal kiya jae ke Pakistan ke kisi fankaar ka naam batae  jise radio  television aur film ke hawale se aalmi shohrat hasil hai to jawab mein hamare paas sirf aik naam hai aur wo hai zia mohyeddin,ham,
Agar Sindh Govt Ko Operation Nahi Chalana To Humein Koi Aitraz Nahi ,ham,
Agar so abb secretly married hon tu Imran Khan k liye dooooob marney ka Muqaam hea ,ham,
Agar sun lia ha tu zinda abad,ham,
"agar tartan track achi ho gi to aap ki training aur practice ka mayar bhi acha ho ga,",ham,
Agar tu wakai tumha koi question hoon like asal main agar tumha khan sa koi masla ha tu mera ghar auo aur har sawal mera aba sa kar lo he will clear out everyting for u,spam,
Agar UK jaa kar bhi fark nahi para to lanat ho,ham,
Agar use kisi third person se koi baat maloom hui to use is liye aehmiyat nahi degi kyun ke wo pehle se is ke barey mein janti hai,ham,
Agar wo jhota ilzam laga rahi ho tu ..... 2 no aurat,ham,
agar wo na bhi ho tho kya usky father uske campaign nahi kr sakta usko tho zarorat bhi nahi ye tum logon ke soch hai,ham,
"Agar yeh kaha jae ke Wasim Akram un logon ke liye hausle ki misaal hain, jo apni bemari ki wajah se mayoos ho jate hain, to ghalat na hoga",ham,
Agar zindagi moqa deti to shayad ye muhim natija khez sabit hoti.,ham,
Agar zyda lamba ho gya to bore ho jana hai ..,ham,
Agar...ap bhutt par yakin nh karte ho....to dont mind ap make madina jo ek pather he use shetan samjh kar kyun kankar marte ho....think about...all our bright,spam,
Agarcha aise artists mein Munni Begum aur Aziz Miyan qawaal ka naam bhi shamil hai,spam,
"Agarcha council ke sarbarah ko koi tankhuwa adaa nahi ki jati, is liye use muna fat bakhsh sarkari auhda qaraar nahi diya ja sakta, lekin Sonia Gandhi ne khud ko tanazey se bachane ke liye parliament ki rukniyat aur council ki sarbarahi… dono se he istefaa de diya. ",ham,
"Agarcha Harry Potter ke liye in ke 8 auditions hue, lekin kahani ki musannifa JK Rolling ne pehle he test mein Emma Watson ke haq mein faisla de diya tha",ham,
"Agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai, lekin is se Sylvester Stallone ke career par negative asar nahi parha",ham,
Agarcha Reham Khan ko PTI ya province NWFP mein qaiym is ki hukomat mein koi auhda nhi diya gaya.,ham,
"Agarcha yeh 1 teesre darjey ki film thi, lekin baqaul Sylvester Stallone ke inhe us waqt 2 he option nazar aae ya to kahin chori ki jae ya phir is film mein qismat aazmai jae",ham,
agarchay bunyadi taur per woh kharja amoor mein dilchaspi rakhtay thay ,ham,
ager aap koi bat phochni ho ager koi bat smag Mai Nahi aarahi ho tu plz aam logo say mat phocho jawab tu Mai bi day sakta hon lakin jawab ka haq sirf mufti ko ha ksi aalim say rabta kran warna aap ka hi nuqsan ho ga,ham,
Ager Allah pak ka wali iss dour ma dekhna ho to peer raza saqib co dakh lo ma sha Allah,ham,
Ager India may redcarpet show hoota hai,ham,
Ager koi security reason tha bhe to us constable chaiye tha ke tameez se baat ker leta,ham,
Ager oh bat nahi Karna chahti toh yar kissi ke piche itna bi mat bago ke osse ye lage ke main bi koi cheez hoon,ham,
Ager Tum Meherban Hotey To Humara Hall kya hota ,spam,
Agg me jal rai thi,ham,
Agha jii b toh cute hain ,ham,
Agha kha hai g,ham,
Agha Sulman should have been in the squad,ham,
agha wraz main bread khowaraly wi nu tola wraz ogay wam,ham,
Aghe k mulqo ka dora ha ya ni peer sab ka ?? Bhai plleez information dena...,ham,
aglay comment main tag me XD,ham,
"Aglay din aakhir kaar classes, aik adad halo meray sath・naam ka play (jis main pehle terrorists ne firing ki, phir army ne firing ki, phir speakers main se firing ki awaz ai), aik adad motivational speaker (jo aglay 10 saal main aap apnay aap ko kaisa dekhtay hain janna chahtay thay ・jawab tha zindah), do adad breakdancing k naam per popping karnay walay (jin main se aik janab phir se agye thay) aur dhair sari langri.",ham,
Aglay hi din circuit dekhne ko mila.,ham,
Agle 4 baras tak Salman Khan ne “piyar kiya to darna kia” aur “jurwan” samet taqreban 10 filmon mein kaam kiya,ham,
Agle baras hidayatkar Fareed Ahmed ki film “andalib” release hoi “khuch log roth kar bhi lagte hain kitne piyare,spam,
Agle Britsh open mein aik martaba phir mamoon bhanjey amne samne they,ham,
agli baar koi kry toh aoskae stomach pe zor se pinch krien,ham,
Agli q? Yeh bhi trophy apni hai. Behsak lahore aagly saare match harr bhi gya tb bhi final lahore ka hi hai.....,ham,
Agr 20 din bhi compaign kr lety to ap ne jeet jana tha Bro..,ham,
Agr 2008 main Mushraf nain afia ko USA ka hawaly kia to baqoul2us ka mamu ka wo 2008 main us ka pass ey thi aur 2 din rhyny ka bad chali gey they,ham,
Agr aadhi rat sy pehly mr gyi to pizza burger aur pepsi mihy bhijwa dena,ham,
AGR ap bhi syasat karny lagy ho to log mayous hojaengy,ham,
Agr ata hai to nach len 😊 vexe hi zehreely hen or izafa hjae ga zehreely pan me 😒,ham,
Agr bn bhi gya naa tOo yaqeen kr us m bhi bht piyari lgaOn gi,ham,
agr dimag k s.s hote tou mn tere public kr deti😆😆😆,ham,
agr DJ breaking news de ga toh zror bht zbrdst hi hogi,ham,
Agr dost ...... noon ko support kry tu,ham,
Agr face pe jhriya ho to,ham,
Agr form me ghlti hojae or submit hojae to kia krn?,ham,
Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi,ham,
Agr houta to abhi tk phaat chuka houta ab post dlt krdo ,ham,
agr is k b ksi famly membr k sath easa hota to pta chalta ye mzaak hy yaa begyrti,spam,
Agr Janwar Kharish Zada Ho Magr Kharish K Asarat Sirf Jild Tak Mahdood Ho Aur Janwar Acha Aur Mota Ho To Iski Qurbani Jayez Hay ,ham,
Agr jis k aamal axhy hOon...un k 7 bhii yhi hOta ??,ham,
Agr jiya aur Arsal ki shadi hogai..phir..kinza ki toh sherry ke Sath bhi Chemistry achi nhii..kahn jai gii..lagta hai Peshawer wapes jai gii...,ham,
Agr kharab nikla to ,ham,
Agr Khud Amal nahe karna to na kroo. ,ham,
agr kisi ne gunah Kiye ho to Kia phr bhi maghfirat ho jati hy?,ham,
"Agr match ki baat hia ...
To match hona hia larna Ni hia...",ham,
AGR QANOON APNI AML DARI KA MUZAHIRA KRY TU YAQEEN'N ELECATION KA AML SHFAF HO SKTA HY. ..... ,spam,
Agr sath mai danis b aa jayeee tou mazaa aa jye,ham,
Agr shehd na ho mtlb just dal cheeni lanay sy b fark pary ga,spam,
agr tumhary paas shi news na ho to FB pi emloyees k samny hero bnny kia zroort hai. aur confirm khbr do gay to ap pr koi ghusa ni kry ga. kisi ko block kr deny kam ni chalta bhai. yai kbootr wali chal hi jesy woh billy ki dekh kr ankh bnd ker leta hai,ham,
agr wo aysa bolyn to kaisa hoga.. ❤😜😃,ham,
Agr wohi dedenge paper me tw bche top na kr len,ham,
Agr ye hi koi pakistani ice cream wala hota toh it should be considered as harassing,ham,
agr ye zalim obama ko aik letter likh deta to ye azad hoskti thi,ham,
Agr yeh sadgi hai to is saadgi sy ALLAH bchaye,spam,
